t,edge_id,vertex1,vertex2,length,average_width,intensity,betweenness_centrality
500.0,1135.0,3304.0,3275.0,7.0,1.2803300858899105,85.125,0.0
500.0,1136.0,3311.0,3323.0,3.0,1.0,99.75,0.0
500.0,1137.0,3312.0,3173.0,21.0,11.418152379920429,208.27272727272728,0.0
500.0,1138.0,3313.0,3324.0,3.0,1.1035533905932735,84.25,0.0
500.0,1139.0,3314.0,3297.0,2.0,1.1380711874576983,79.0,0.0
500.0,1140.0,3319.0,3203.0,19.0,1.0707106781186548,81.25,0.0
500.0,1141.0,3326.0,3331.0,2.0,1.1380711874576983,88.0,0.0
500.0,1142.0,3329.0,3212.0,19.0,10.18242866284078,223.55,0.0
500.0,1143.0,3330.0,3324.0,2.0,1.1380711874576983,78.33333333333333,0.0
500.0,1144.0,3334.0,3321.0,2.0,1.1380711874576983,85.0,0.0
500.0,1145.0,3335.0,3318.0,4.0,1.2,96.6,0.0
500.0,1146.0,3342.0,3368.0,4.0,1.0,77.4,0.0
500.0,1147.0,3345.0,3305.0,9.0,1.165685424949238,87.7,0.0
500.0,1148.0,3346.0,3315.0,6.0,1.1183467321065983,85.85714285714286,0.0
500.0,1149.0,3351.0,3181.0,33.0,1.085279262841519,83.47058823529412,0.0
500.0,1150.0,3352.0,3397.0,9.0,1.0414213562373096,79.8,0.0
500.0,1151.0,3354.0,3327.0,9.0,1.1414213562373097,94.5,0.0
500.0,1152.0,3355.0,3341.0,2.0,1.1380711874576983,88.0,0.0
500.0,1153.0,3359.0,3317.0,8.0,1.2031585694162434,95.66666666666669,0.0
500.0,1154.0,3365.0,3332.0,6.0,1.2357545056961263,94.71428571428572,0.0
500.0,1155.0,3369.0,3366.0,3.0,1.3535533905932735,96.5,0.0
500.0,1156.0,3381.0,3400.0,7.0,1.051776695296637,83.5,0.0
500.0,1157.0,3382.0,3410.0,4.0,1.282842712474619,79.4,0.0
500.0,1158.0,3384.0,3397.0,4.0,1.082842712474619,82.0,0.0
500.0,1159.0,3385.0,3439.0,7.0,1.125,87.75,0.0
500.0,1160.0,3389.0,3373.0,7.0,1.125,91.25,0.0
500.0,1161.0,3391.0,3434.0,6.0,1.0591733660532994,78.28571428571429,0.0
500.0,1162.0,3396.0,3395.0,5.0,1.0690355937288492,83.0,0.0
500.0,1163.0,3399.0,3432.0,4.0,1.082842712474619,83.6,0.0
500.0,1164.0,3401.0,3445.0,10.0,1.25712973861329,89.0,0.0
500.0,1165.0,3402.0,3416.0,2.0,1.1380711874576983,82.33333333333333,0.0
500.0,1166.0,3403.0,3372.0,7.0,1.2071067811865477,95.5,0.0
500.0,1167.0,3414.0,3423.0,2.0,1.1380711874576983,99.0,0.0
500.0,1168.0,3417.0,3410.0,5.0,1.1666666666666667,86.0,0.0
500.0,1169.0,3418.0,3377.0,6.0,1.5224077499274828,91.85714285714286,0.0
500.0,1170.0,3421.0,3422.0,2.0,1.1380711874576983,82.0,0.0
500.0,1171.0,3426.0,3434.0,15.0,1.0258883476483185,82.875,0.0
500.0,1172.0,3430.0,3443.0,7.0,1.051776695296637,83.25,0.0
500.0,1173.0,3431.0,3443.0,2.0,1.1380711874576983,82.66666666666667,0.0
500.0,1174.0,3442.0,3419.0,25.0,6.625949407752273,145.3846153846154,0.0
500.0,1175.0,3444.0,3423.0,3.0,1.2071067811865477,92.0,0.0
500.0,1176.0,3448.0,3429.0,3.0,1.3535533905932735,97.0,0.0
500.0,1177.0,3453.0,3505.0,11.0,1.2410768522493474,88.33333333333333,0.0
500.0,1178.0,3456.0,3390.0,10.0,1.0753115567951084,92.63636363636364,0.0
500.0,1179.0,3457.0,3458.0,3.0,1.2071067811865477,83.5,0.0
500.0,1180.0,3462.0,3447.0,3.0,1.25,92.5,0.0
500.0,1181.0,3465.0,3437.0,5.0,1.1666666666666667,84.66666666666667,0.0
500.0,1182.0,3473.0,3454.0,3.0,1.25,106.0,0.0
500.0,1183.0,3475.0,3474.0,7.0,2.1330618877807472,109.875,0.0
500.0,1184.0,3480.0,3471.0,2.0,1.1380711874576983,97.66666666666669,0.0
500.0,1185.0,3483.0,3419.0,9.0,,133.6,0.0
500.0,1186.0,3485.0,3463.0,3.0,1.4125703849682212,129.0,0.0
500.0,1187.0,3487.0,3472.0,5.0,1.2761423749153968,90.33333333333331,0.0
500.0,1188.0,3489.0,3469.0,3.0,1.1035533905932735,95.5,0.0
500.0,1189.0,3491.0,3470.0,11.0,1.2553745918538315,101.5,0.0
500.0,1190.0,3497.0,3514.0,4.0,1.3300563079745769,93.8,0.0
500.0,1191.0,3498.0,3472.0,4.0,1.248528137423857,91.2,0.0
500.0,1192.0,3500.0,3476.0,4.0,1.8828427124746192,100.0,0.0
500.0,1193.0,3506.0,3411.0,15.0,5.9806585026980095,124.0,0.0
500.0,1194.0,3508.0,3481.0,6.0,1.1428571428571428,83.14285714285714,0.0
500.0,1195.0,3513.0,3494.0,5.0,1.0,78.66666666666667,0.0
500.0,1196.0,3519.0,3501.0,6.0,1.2020305089104422,88.28571428571429,0.0
500.0,1197.0,3523.0,3518.0,3.0,1.1035533905932735,87.0,0.0
500.0,1198.0,3524.0,3551.0,7.0,1.0,83.5,0.0
500.0,1199.0,3526.0,3466.0,10.0,1.166220647704199,90.54545454545456,0.0
500.0,1200.0,3529.0,3512.0,3.0,1.2071067811865477,86.75,0.0
500.0,1201.0,3530.0,3518.0,4.0,1.082842712474619,82.0,0.0
500.0,1202.0,3531.0,3447.0,17.0,1.1245911492844047,84.72222222222223,0.0
500.0,1203.0,3532.0,3467.0,16.0,1.205016551425798,95.17647058823528,0.0
500.0,1204.0,3534.0,3492.0,9.0,1.2242640687119284,83.0,0.0
500.0,1205.0,3538.0,3516.0,4.0,1.365685424949238,89.8,0.0
500.0,1206.0,3540.0,3458.0,15.0,1.0776650429449552,82.4375,0.0
500.0,1207.0,3546.0,3535.0,3.0,1.3535533905932735,86.25,0.0
500.0,1208.0,3547.0,3527.0,7.0,1.3312851924841107,98.375,0.0
500.0,1209.0,3548.0,3512.0,8.0,1.2301186457628306,82.44444444444444,0.0
500.0,1210.0,3552.0,3551.0,2.0,1.0,88.66666666666667,0.0
500.0,1211.0,3553.0,3560.0,2.0,1.0,81.33333333333333,0.0
500.0,1212.0,3557.0,3493.0,24.0,1.0565685424949238,86.76,0.0
500.0,1213.0,3558.0,3544.0,4.0,1.082842712474619,84.6,0.0
500.0,1214.0,3564.0,3606.0,9.0,1.1414213562373097,88.9,0.0
500.0,1215.0,3565.0,3550.0,3.0,1.2071067811865477,96.5,0.0
500.0,1216.0,3567.0,3544.0,13.0,1.18977530353517,85.42857142857143,0.0
500.0,1217.0,3568.0,3580.0,22.0,9.516986305485624,114.3913043478261,0.0
500.0,1218.0,3572.0,3507.0,15.0,1.0776650429449552,82.6875,0.0
500.0,1219.0,3573.0,3543.0,13.0,1.278535352615119,84.57142857142857,0.0
500.0,1220.0,3577.0,3604.0,7.0,1.051776695296637,90.125,0.0
500.0,1221.0,3581.0,3607.0,5.0,1.0690355937288492,85.66666666666667,0.0
500.0,1222.0,3582.0,3561.0,5.0,1.1666666666666667,112.83333333333331,0.0
500.0,1223.0,3583.0,3535.0,16.0,1.2882055845065683,83.11764705882354,0.0
500.0,1224.0,3585.0,3539.0,12.0,1.0637251634420148,83.76923076923077,0.0
500.0,1225.0,3587.0,3586.0,12.0,5.410863924338382,128.69230769230768,0.0
500.0,1226.0,3590.0,3632.0,9.0,1.0414213562373096,86.9,0.0
500.0,1227.0,3595.0,3566.0,6.0,1.0,90.0,0.0
500.0,1228.0,3569.0,3596.0,5.0,1.1666666666666667,85.66666666666667,0.0
500.0,1229.0,3599.0,3624.0,10.0,1.2032789070454355,97.63636363636364,0.0
500.0,1230.0,3603.0,3571.0,7.0,1.051776695296637,89.25,0.0
500.0,1231.0,3605.0,3612.0,2.0,1.1380711874576983,84.0,0.0
500.0,1232.0,3609.0,3594.0,6.0,1.0591733660532994,89.71428571428571,0.0
500.0,1233.0,3616.0,3632.0,7.0,1.1035533905932735,83.5,0.0
500.0,1234.0,3617.0,3607.0,28.0,1.1546648749737438,87.62068965517241,0.0
500.0,1235.0,3619.0,3589.0,6.0,1.3448876517675852,97.0,0.0
500.0,1236.0,3620.0,3614.0,2.0,1.1380711874576983,88.66666666666667,0.0
500.0,1237.0,3621.0,3593.0,6.0,3.0794851278689492,148.0,0.0
500.0,1238.0,3626.0,3622.0,8.0,1.0920474583051325,84.66666666666667,0.0
500.0,1239.0,3627.0,3656.0,9.0,1.0828427124746192,87.8,0.0
500.0,1240.0,3630.0,3601.0,7.0,2.4053300858899105,128.75,0.0
500.0,1241.0,3636.0,3662.0,10.0,1.3539020206356518,90.0909090909091,0.0
500.0,1242.0,3637.0,3615.0,6.0,1.0591733660532994,84.42857142857143,0.0
500.0,1243.0,3640.0,3647.0,10.0,4.408998790206393,135.0,0.0
500.0,1244.0,3643.0,3618.0,9.0,1.248528137423857,86.9,0.0
500.0,1245.0,3644.0,3657.0,11.0,1.117851130197758,86.08333333333333,0.0
500.0,1246.0,3645.0,3629.0,5.0,1.372677996249965,104.33333333333331,0.0
500.0,1247.0,3649.0,3631.0,8.0,1.1380711874576983,85.22222222222223,0.0
500.0,1248.0,3652.0,3635.0,6.0,1.2020305089104422,89.85714285714286,0.0
500.0,1249.0,3654.0,3648.0,7.0,1.0,80.25,0.0
500.0,1250.0,3659.0,3653.0,12.0,5.927215980042794,145.92307692307693,0.0
500.0,1251.0,3665.0,3641.0,6.0,1.177520098159898,83.42857142857143,0.0
500.0,1252.0,3666.0,3648.0,5.0,1.0690355937288492,74.66666666666667,0.0
500.0,1253.0,3667.0,3628.0,10.0,1.1129673351926623,84.18181818181819,0.0
500.0,1254.0,3671.0,3679.0,8.0,1.2491822985688092,92.88888888888889,0.0
500.0,1255.0,3672.0,3655.0,6.0,1.0591733660532994,81.85714285714286,0.0
500.0,1256.0,3674.0,3660.0,5.0,1.0,88.0,0.0
500.0,1257.0,3675.0,3669.0,3.0,1.1035533905932735,86.0,0.0
500.0,1258.0,3677.0,3646.0,9.0,1.0414213562373096,86.6,0.0
500.0,1259.0,3678.0,3670.0,2.0,1.1380711874576983,85.33333333333333,0.0
500.0,1260.0,3680.0,3655.0,7.0,1.0,81.0,0.0
500.0,1261.0,3685.0,3676.0,2.0,1.1380711874576983,88.66666666666667,0.0
500.0,1262.0,3686.0,3663.0,6.0,1.0,86.85714285714286,0.0
500.0,1263.0,3687.0,3682.0,4.0,1.248528137423857,86.8,0.0
500.0,1264.0,3688.0,3683.0,7.0,3.213185178379179,172.625,0.0
500.0,1265.0,3689.0,3700.0,5.0,1.304737854124365,93.5,0.0
500.0,1266.0,3691.0,3682.0,2.0,1.1380711874576983,85.33333333333333,0.0
500.0,1267.0,3693.0,3669.0,5.0,1.0690355937288492,85.33333333333333,0.0
500.0,1268.0,3695.0,3663.0,8.0,1.1380711874576983,85.66666666666667,0.0
500.0,1269.0,3697.0,3651.0,11.0,1.1523689270621824,82.25,0.0
500.0,1270.0,3698.0,3692.0,7.0,1.125,91.875,0.0
500.0,1271.0,3699.0,3706.0,6.0,1.177520098159898,95.85714285714286,0.0
500.0,1272.0,3701.0,3721.0,5.0,1.0690355937288492,92.83333333333331,0.0
500.0,1273.0,3703.0,3704.0,4.0,4.896836864145458,176.6,0.0
500.0,1274.0,3705.0,3673.0,7.0,1.051776695296637,92.0,0.0
500.0,1275.0,3707.0,3683.0,6.0,2.705094975094132,151.71428571428572,0.0
500.0,1276.0,3712.0,3653.0,15.0,5.988608956451365,146.9375,0.0
500.0,1277.0,3713.0,3725.0,4.0,1.612899020449196,90.0,0.0
500.0,1278.0,3715.0,3639.0,22.0,1.1077699419399598,90.6086956521739,0.0
500.0,1279.0,3718.0,3753.0,8.0,1.0460237291525665,84.88888888888889,0.0
500.0,1280.0,3722.0,3740.0,5.0,1.344082517040997,89.16666666666667,0.0
500.0,1281.0,3723.0,3747.0,6.0,1.2020305089104422,86.42857142857143,0.0
500.0,1282.0,3724.0,3717.0,4.0,1.082842712474619,91.4,0.0
500.0,1283.0,3727.0,3763.0,9.0,1.0414213562373096,83.1,0.0
500.0,1284.0,3729.0,3739.0,7.0,1.176776695296637,98.875,0.0
500.0,1285.0,3731.0,3734.0,4.0,1.282842712474619,95.4,0.0
500.0,1286.0,3738.0,3704.0,9.0,3.3874343094505237,155.0,0.0
500.0,1287.0,3741.0,3752.0,2.0,1.1380711874576983,81.33333333333333,0.0
500.0,1288.0,3743.0,3766.0,4.0,1.2,96.0,0.0
500.0,1289.0,3748.0,3702.0,15.0,1.1553300858899105,88.375,0.0
500.0,1290.0,3749.0,3684.0,17.0,1.2856742013183862,90.05555555555556,0.0
500.0,1291.0,3756.0,3768.0,6.0,1.3448876517675852,88.0,0.0
500.0,1292.0,3761.0,3752.0,5.0,1.1380711874576983,88.5,0.0
500.0,1293.0,3762.0,3772.0,5.0,1.0,90.33333333333331,0.0
500.0,1294.0,3767.0,3755.0,3.0,1.1035533905932735,83.0,0.0
500.0,1295.0,3771.0,3795.0,5.0,1.0690355937288492,82.83333333333333,0.0
500.0,1296.0,3775.0,3711.0,19.0,1.2481995019428822,92.55,0.0
500.0,1297.0,3781.0,3777.0,2.0,1.0,98.66666666666669,0.0
500.0,1298.0,3783.0,3768.0,3.0,1.6035533905932735,102.0,0.0
500.0,1299.0,3784.0,3757.0,5.0,1.0,91.5,0.0
500.0,1300.0,3785.0,3770.0,3.0,1.3535533905932735,95.75,0.0
500.0,1301.0,3786.0,3709.0,16.0,1.2634534508599455,86.3529411764706,0.0
500.0,1302.0,3788.0,3814.0,6.0,1.3203772410170405,108.14285714285714,0.0
500.0,1303.0,3790.0,3797.0,3.0,1.8535533905932735,114.75,0.0
500.0,1304.0,3798.0,3793.0,8.0,1.0460237291525665,85.88888888888889,0.0
500.0,1305.0,3799.0,3794.0,2.0,1.0,88.0,0.0
500.0,1306.0,3800.0,3807.0,6.0,1.4632343838741837,86.57142857142857,0.0
500.0,1307.0,3803.0,3802.0,11.0,1.137523461656074,93.25,0.0
500.0,1308.0,3806.0,3787.0,5.0,1.372677996249965,114.16666666666669,0.0
500.0,1309.0,3810.0,3832.0,6.0,1.0591733660532994,84.14285714285714,0.0
500.0,1310.0,3811.0,3804.0,4.0,1.447213595499958,117.4,0.0
500.0,1311.0,3822.0,3809.0,3.0,1.2071067811865477,85.5,0.0
500.0,1312.0,3823.0,3836.0,4.0,1.2,86.8,0.0
500.0,1313.0,3825.0,3765.0,14.0,1.1104569499661587,84.46666666666667,0.0
500.0,1314.0,3826.0,3813.0,7.0,1.301776695296637,89.375,0.0
500.0,1315.0,3827.0,3819.0,3.0,1.1035533905932735,94.75,0.0
500.0,1316.0,3829.0,3737.0,23.0,1.0690355937288492,88.875,0.0
500.0,1317.0,3833.0,3857.0,5.0,1.0690355937288492,77.83333333333333,0.0
500.0,1318.0,3834.0,3867.0,5.0,1.7750469233121475,118.83333333333331,0.0
500.0,1319.0,3835.0,3807.0,7.0,1.176776695296637,84.125,0.0
500.0,1320.0,3841.0,3832.0,4.0,1.082842712474619,90.0,0.0
500.0,1321.0,3849.0,3838.0,12.0,1.2994555559224743,103.07692307692308,0.0
500.0,1322.0,3851.0,3888.0,11.0,1.1523689270621824,82.33333333333333,0.0
500.0,1323.0,3855.0,3824.0,7.0,1.125,94.75,0.0
500.0,1324.0,3859.0,3852.0,5.0,1.0,81.83333333333333,0.0
500.0,1325.0,3864.0,3843.0,4.0,1.482842712474619,86.6,0.0
500.0,1326.0,3869.0,3847.0,3.0,1.5606601717798212,85.0,0.0
500.0,1327.0,3870.0,3867.0,4.0,1.7772699034745352,125.4,0.0
500.0,1328.0,3874.0,3854.0,3.0,1.25,101.5,0.0
500.0,1329.0,3876.0,3868.0,2.0,1.0,85.66666666666667,0.0
500.0,1330.0,3877.0,3850.0,15.0,1.243718433538229,86.875,0.0
500.0,1331.0,3878.0,3850.0,9.0,1.0828427124746192,87.3,0.0
500.0,1332.0,3881.0,3862.0,16.0,1.405852643330098,97.0,0.0
500.0,1333.0,3883.0,3842.0,11.0,1.289892388718256,96.91666666666669,0.0
500.0,1334.0,3896.0,3863.0,8.0,1.3793570624858995,98.11111111111111,0.0
500.0,1335.0,3897.0,3890.0,3.0,1.25,102.5,0.0
500.0,1336.0,3898.0,3909.0,3.0,1.25,95.75,0.0
500.0,1337.0,3899.0,3892.0,6.0,1.3448876517675852,92.14285714285714,0.0
500.0,1338.0,3900.0,3889.0,4.0,1.282842712474619,87.8,0.0
500.0,1339.0,3908.0,3895.0,5.0,1.1666666666666667,90.33333333333331,0.0
500.0,1340.0,3912.0,3919.0,5.0,1.235702260395516,88.16666666666667,0.0
500.0,1341.0,3920.0,3914.0,6.0,1.261203874963741,96.85714285714286,0.0
500.0,1342.0,3921.0,3957.0,10.0,1.0909090909090908,90.45454545454544,0.0
500.0,1343.0,3922.0,3917.0,2.0,1.1380711874576983,90.0,0.0
500.0,1344.0,3923.0,3903.0,7.0,1.2285533905932735,94.625,0.0
500.0,1345.0,3924.0,3952.0,5.0,1.304737854124365,84.83333333333333,0.0
500.0,1346.0,3925.0,3937.0,5.0,1.804737854124365,109.5,0.0
500.0,1347.0,3926.0,3919.0,4.0,1.282842712474619,89.6,0.0
500.0,1348.0,3931.0,3932.0,7.0,1.2285533905932735,93.5,0.0
500.0,1349.0,3941.0,3945.0,4.0,1.165685424949238,98.2,0.0
500.0,1350.0,3942.0,3987.0,9.0,1.0828427124746192,87.2,0.0
500.0,1351.0,3943.0,3939.0,3.0,1.3535533905932735,94.5,0.0
500.0,1352.0,3944.0,3932.0,3.0,1.3106601717798214,95.75,0.0
500.0,1353.0,3946.0,3968.0,3.0,1.3106601717798214,85.75,0.0
500.0,1354.0,3947.0,3933.0,3.0,1.1035533905932735,83.5,0.0
500.0,1355.0,3949.0,3909.0,9.0,1.182842712474619,88.8,0.0
500.0,1356.0,3950.0,3956.0,11.0,1.0345177968644246,85.16666666666667,0.0
500.0,1357.0,3953.0,3996.0,10.0,1.392155318089524,92.1818181818182,0.0
500.0,1358.0,3954.0,3968.0,8.0,1.0920474583051325,87.77777777777777,0.0
500.0,1359.0,3958.0,3934.0,4.0,1.248528137423857,90.6,0.0
500.0,1360.0,3960.0,3965.0,3.0,1.4125703849682212,88.0,0.0
500.0,1361.0,3962.0,3927.0,7.0,1.3312851924841107,100.25,0.0
500.0,1362.0,3966.0,3961.0,2.0,1.1380711874576983,97.0,0.0
500.0,1363.0,3967.0,3981.0,3.0,1.1035533905932735,93.75,0.0
500.0,1364.0,3970.0,3988.0,3.0,1.1035533905932735,87.5,0.0
500.0,1365.0,3976.0,3996.0,6.0,1.1428571428571428,90.28571428571428,0.0
500.0,1366.0,3980.0,3952.0,15.0,1.2285533905932735,90.1875,0.0
500.0,1367.0,3982.0,3988.0,2.0,1.1380711874576983,88.66666666666667,0.0
500.0,1368.0,3983.0,4006.0,5.0,1.1380711874576983,94.33333333333331,0.0
500.0,1369.0,3986.0,3977.0,5.0,1.1380711874576983,87.66666666666667,0.0
500.0,1370.0,3990.0,3972.0,3.0,1.2071067811865477,90.25,0.0
500.0,1371.0,3994.0,3965.0,6.0,1.3541012378027248,90.71428571428572,0.0
500.0,1372.0,3995.0,4007.0,2.0,1.2761423749153966,102.33333333333331,0.0
500.0,1373.0,3999.0,3861.0,29.0,1.2380711874576984,86.2,0.0
500.0,1374.0,4001.0,4026.0,13.0,4.224701342266231,163.71428571428572,0.0
500.0,1375.0,4005.0,3991.0,2.0,1.1380711874576983,84.33333333333333,0.0
500.0,1376.0,4010.0,4020.0,2.0,1.1380711874576983,90.33333333333331,0.0
500.0,1377.0,4018.0,4017.0,2.0,1.1380711874576983,84.66666666666667,0.0
500.0,1378.0,4019.0,4000.0,4.0,1.082842712474619,84.4,0.0
500.0,1379.0,4022.0,3978.0,8.0,1.2031585694162432,87.33333333333333,0.0
500.0,1380.0,4024.0,4000.0,10.0,1.0376557783975542,87.72727272727273,0.0
500.0,1381.0,4025.0,3974.0,10.0,1.166220647704199,91.63636363636364,0.0
500.0,1382.0,4027.0,4033.0,5.0,1.0690355937288492,97.33333333333331,0.0
500.0,1383.0,4029.0,4074.0,17.0,3.2448395916618504,154.77777777777777,0.0
500.0,1384.0,4034.0,3963.0,13.0,1.1893058242766348,88.57142857142857,0.0
500.0,1385.0,4035.0,4049.0,3.0,1.25,110.75,0.0
500.0,1386.0,4037.0,4036.0,6.0,2.0915694749696363,153.57142857142858,0.0
500.0,1387.0,4038.0,4008.0,7.0,1.1183467321065983,86.25,0.0
500.0,1388.0,4039.0,4064.0,5.0,1.0690355937288492,84.16666666666667,0.0
500.0,1389.0,4042.0,4014.0,8.0,1.322166104067963,90.55555555555556,0.0
500.0,1390.0,4043.0,4015.0,6.0,1.5224077499274828,89.0,0.0
500.0,1391.0,4044.0,3909.0,28.0,1.1058988900643267,85.03448275862068,0.0
500.0,1392.0,4046.0,4023.0,5.0,1.0690355937288492,84.0,0.0
500.0,1393.0,4047.0,4016.0,10.0,1.1506231135902163,88.36363636363636,0.0
500.0,1394.0,4048.0,4009.0,9.0,1.265685424949238,86.5,0.0
500.0,1395.0,4050.0,4020.0,7.0,1.1035533905932735,81.75,0.0
500.0,1396.0,4051.0,4036.0,3.0,2.55669319060359,162.5,0.0
500.0,1397.0,4053.0,4087.0,7.0,1.0,81.125,0.0
500.0,1398.0,4055.0,4054.0,3.0,1.1035533905932735,84.0,0.0
500.0,1399.0,4057.0,4081.0,6.0,1.261203874963741,101.0,0.0
500.0,1400.0,4059.0,4084.0,9.0,1.1414213562373097,83.5,0.0
500.0,1401.0,4067.0,4084.0,4.0,1.282842712474619,88.4,0.0
500.0,1402.0,4068.0,4031.0,10.0,1.7981156131240768,139.54545454545453,0.0
500.0,1403.0,4069.0,4080.0,3.0,1.2071067811865477,134.75,0.0
500.0,1404.0,4070.0,3991.0,22.0,1.1800928532056936,86.17391304347827,0.0
500.0,1405.0,4071.0,4075.0,14.0,1.1766854359915258,91.33333333333331,0.0
500.0,1406.0,4076.0,4061.0,3.0,1.1035533905932735,88.75,0.0
500.0,1407.0,4083.0,4078.0,3.0,1.1035533905932735,83.5,0.0
500.0,1408.0,4086.0,4062.0,13.0,1.0,82.92857142857143,0.0
500.0,1409.0,4088.0,4065.0,5.0,1.0690355937288492,92.0,0.0
500.0,1410.0,4090.0,4099.0,6.0,1.5469181606780271,98.57142857142856,0.0
500.0,1411.0,4092.0,4064.0,16.0,1.5134071800798738,94.82352941176472,0.0
500.0,1412.0,4094.0,4073.0,5.0,1.1380711874576983,86.33333333333333,0.0
500.0,1413.0,4095.0,4077.0,7.0,1.2803300858899105,91.125,0.0
500.0,1414.0,4096.0,4063.0,8.0,1.1111111111111112,87.66666666666667,0.0
500.0,1415.0,4101.0,4061.0,18.0,1.087202855236441,87.0,0.0
500.0,1416.0,4104.0,4097.0,2.0,1.1380711874576983,84.33333333333333,0.0
500.0,1417.0,4105.0,4089.0,15.0,1.1031425962420554,91.375,0.0
500.0,1418.0,4107.0,4141.0,7.0,1.1035533905932735,88.25,0.0
500.0,1419.0,4110.0,4111.0,6.0,2.475271518171764,184.0,0.0
500.0,1420.0,4113.0,4136.0,7.0,1.176776695296637,83.75,0.0
500.0,1421.0,4115.0,4106.0,3.0,1.1035533905932735,100.25,0.0
500.0,1422.0,4118.0,4099.0,3.0,2.3090169943749475,97.75,0.0
500.0,1423.0,4119.0,4102.0,5.0,1.0690355937288492,105.0,0.0
500.0,1424.0,4120.0,4087.0,8.0,1.0,83.22222222222223,0.0
500.0,1425.0,4123.0,4109.0,6.0,1.0,93.71428571428572,0.0
500.0,1426.0,4124.0,4125.0,2.0,1.2761423749153966,94.33333333333331,0.0
500.0,1427.0,4127.0,4111.0,3.0,3.502617405687914,201.75,0.0
500.0,1428.0,4129.0,4098.0,18.0,1.1744057104728822,87.73684210526316,0.0
500.0,1429.0,4131.0,4078.0,10.0,1.0376557783975542,81.45454545454545,0.0
500.0,1430.0,4132.0,4117.0,3.0,7.48606797749979,197.75,0.0
500.0,1431.0,4135.0,4093.0,8.0,1.1111111111111112,89.44444444444444,0.0
500.0,1432.0,4142.0,4117.0,8.0,5.166402105622193,178.22222222222223,0.0
500.0,1433.0,4144.0,4139.0,3.0,1.25,129.75,0.0
500.0,1434.0,4145.0,4136.0,3.0,1.3535533905932735,86.5,0.0
500.0,1435.0,4148.0,4141.0,4.0,1.082842712474619,98.8,0.0
500.0,1436.0,4149.0,4143.0,3.0,1.2071067811865477,101.5,0.0
500.0,1437.0,4150.0,4128.0,9.0,1.0414213562373096,86.0,0.0
500.0,1438.0,4151.0,4152.0,11.0,1.3392556509887896,90.33333333333331,0.0
500.0,1439.0,4155.0,4163.0,4.0,1.0,100.8,0.0
500.0,1440.0,4164.0,4186.0,7.0,1.1035533905932735,81.25,0.0
500.0,1441.0,4165.0,4160.0,2.0,1.1380711874576983,100.33333333333331,0.0
500.0,1442.0,4166.0,4256.0,21.0,1.0564836675963312,86.22727272727273,0.0
500.0,1443.0,4174.0,4169.0,2.0,1.1380711874576983,107.0,0.0
500.0,1444.0,4175.0,4201.0,20.0,1.1462413243745464,87.33333333333333,0.0
500.0,1445.0,4177.0,4183.0,8.0,1.0460237291525665,87.33333333333333,0.0
500.0,1446.0,4179.0,4171.0,2.0,1.1380711874576983,87.33333333333333,0.0
500.0,1447.0,4180.0,4171.0,3.0,1.1035533905932735,91.25,0.0
500.0,1448.0,4181.0,4172.0,7.0,1.0,87.875,0.0
500.0,1449.0,4182.0,4195.0,4.0,1.282842712474619,95.0,0.0
500.0,1450.0,4184.0,4235.0,19.0,1.132842712474619,91.0,0.0
500.0,1451.0,4188.0,4219.0,8.0,1.0460237291525665,86.0,0.0
500.0,1452.0,4189.0,4227.0,7.0,1.2580618877807477,105.875,0.0
500.0,1453.0,4193.0,4073.0,26.0,1.0984020092404585,82.18518518518519,0.0
500.0,1454.0,4194.0,4239.0,12.0,1.453807302816282,92.53846153846152,0.0
500.0,1455.0,4197.0,4192.0,2.0,1.1380711874576983,110.66666666666669,0.0
500.0,1456.0,4198.0,4176.0,5.0,1.0690355937288492,89.66666666666667,0.0
500.0,1457.0,4199.0,4209.0,2.0,1.1380711874576983,100.33333333333331,0.0
500.0,1458.0,4206.0,4207.0,6.0,1.0591733660532994,86.14285714285714,0.0
500.0,1459.0,4214.0,4203.0,5.0,1.304737854124365,96.0,0.0
500.0,1460.0,4216.0,4207.0,2.0,1.1380711874576983,82.33333333333333,0.0
500.0,1461.0,4218.0,4128.0,21.0,1.1473927585054222,83.5,0.0
500.0,1462.0,4224.0,4203.0,5.0,1.304737854124365,92.33333333333331,0.0
500.0,1463.0,4226.0,4222.0,10.0,1.0376557783975542,87.81818181818181,0.0
500.0,1464.0,4228.0,4225.0,2.0,1.1380711874576983,95.33333333333331,0.0
500.0,1465.0,4231.0,4191.0,9.0,1.1414213562373097,96.2,0.0
500.0,1466.0,4232.0,4238.0,2.0,1.1380711874576983,116.66666666666669,0.0
500.0,1467.0,4233.0,4212.0,5.0,1.3333333333333333,101.33333333333331,0.0
500.0,1468.0,4234.0,4217.0,4.0,1.082842712474619,99.8,0.0
500.0,1469.0,4240.0,4236.0,5.0,1.1666666666666667,99.66666666666669,0.0
500.0,1470.0,4243.0,4239.0,14.0,1.5734084106327697,100.2,0.0
500.0,1471.0,4248.0,4219.0,9.0,1.0414213562373096,81.5,0.0
500.0,1472.0,4250.0,4161.0,22.0,1.1950122336625464,91.04347826086956,0.0
500.0,1473.0,4253.0,4264.0,10.0,1.0909090909090908,95.36363636363636,0.0
500.0,1474.0,4254.0,4220.0,9.0,1.0414213562373096,86.0,0.0
