t,edge_id,vertex1,vertex2,length,average_width,intensity,betweenness_centrality
500.0,2656.0,2313.0,2318.0,4.0,3.04036146716851,116.2,0.0
500.0,2657.0,2319.0,2309.0,2.0,2.0786893258332633,152.33333333333334,0.0
500.0,2658.0,2320.0,2282.0,7.0,1.6338834764831844,96.125,0.0
500.0,2659.0,2321.0,2342.0,7.0,1.5383919736706582,91.25,0.0
500.0,2660.0,2329.0,2281.0,9.0,1.589949493661167,98.0,0.0
500.0,2661.0,2331.0,2316.0,5.0,1.6785113019775793,114.33333333333331,0.0
500.0,2662.0,2333.0,2367.0,7.0,2.251095876530642,171.25,0.0
500.0,2663.0,2335.0,2305.0,6.0,1.4142135623730954,88.0,0.0
500.0,2664.0,2339.0,2382.0,9.0,1.5549776476484554,109.4,0.0
500.0,2665.0,2345.0,2368.0,3.0,1.4571067811865477,96.0,0.0
500.0,2666.0,2346.0,2280.0,13.0,1.366825922436533,108.07142857142856,0.0
500.0,2667.0,2347.0,2334.0,2.0,1.804737854124365,106.33333333333331,0.0
500.0,2668.0,2359.0,2358.0,7.0,1.2803300858899105,93.125,0.0
500.0,2669.0,2360.0,2386.0,4.0,1.765685424949238,99.4,0.0
500.0,2670.0,2361.0,2348.0,2.0,2.433521026581923,160.0,0.0
500.0,2671.0,2365.0,2324.0,7.0,1.3321067811865477,103.875,0.0
500.0,2672.0,2366.0,2389.0,6.0,1.521468791410412,135.85714285714286,0.0
500.0,2673.0,2372.0,2331.0,6.0,1.522407749927483,105.57142857142856,0.0
500.0,2674.0,2378.0,2446.0,11.0,2.4262763818677233,180.58333333333337,0.0
500.0,2675.0,2383.0,2367.0,3.0,2.0606601717798214,170.25,0.0
500.0,2676.0,2387.0,2363.0,4.0,2.047213595499958,117.4,0.0
500.0,2677.0,2393.0,2426.0,5.0,1.6094757082487303,98.66666666666669,0.0
500.0,2678.0,2394.0,2399.0,7.0,1.8535533905932735,97.0,0.0
500.0,2679.0,2396.0,2358.0,6.0,1.236693464213197,88.71428571428571,0.0
500.0,2680.0,2397.0,2431.0,5.0,1.0690355937288492,87.33333333333333,0.0
500.0,2681.0,2402.0,2438.0,12.0,1.2230380720470515,88.3076923076923,0.0
500.0,2682.0,2403.0,2422.0,3.0,1.3106601717798212,113.75,0.0
500.0,2683.0,2405.0,2356.0,7.0,1.4348385830773842,95.125,0.0
500.0,2684.0,2407.0,2422.0,5.0,1.304737854124365,109.16666666666669,0.0
500.0,2685.0,2414.0,2389.0,4.0,2.23606797749979,184.4,0.0
500.0,2686.0,2417.0,2456.0,6.0,1.69898888957031,107.57142857142856,0.0
500.0,2687.0,2420.0,2372.0,8.0,1.8698252360829104,109.77777777777776,0.0
500.0,2688.0,2421.0,2448.0,8.0,1.8047378541243648,105.11111111111111,0.0
500.0,2689.0,2439.0,2429.0,2.0,2.0786893258332633,194.0,0.0
500.0,2690.0,2453.0,2470.0,3.0,3.252617405687914,149.5,0.0
500.0,2691.0,2455.0,2436.0,2.0,1.60947570824873,99.33333333333331,0.0
500.0,2692.0,2457.0,2445.0,3.0,1.2071067811865477,91.25,0.0
500.0,2693.0,2462.0,2443.0,2.0,2.23606797749979,164.33333333333334,0.0
500.0,2694.0,2464.0,2454.0,2.0,1.60947570824873,108.0,0.0
500.0,2695.0,2468.0,2529.0,10.0,1.2415322044993071,95.8181818181818,0.0
500.0,2696.0,2472.0,2456.0,5.0,1.844082517040997,117.16666666666669,0.0
500.0,2697.0,2478.0,2497.0,7.0,1.8098385830773844,108.75,0.0
500.0,2698.0,2480.0,2374.0,17.0,1.8602934096799204,104.11111111111111,0.0
500.0,2699.0,2486.0,2501.0,7.0,1.6116152783740212,105.625,0.0
500.0,2700.0,2490.0,2537.0,7.0,1.4356601717798214,86.625,0.0
500.0,2701.0,2493.0,2512.0,2.0,2.2167605132909616,139.33333333333334,0.0
500.0,2702.0,2494.0,2512.0,6.0,2.362375865320794,157.71428571428572,0.0
500.0,2703.0,2496.0,2538.0,6.0,1.2949278717494257,100.85714285714286,0.0
500.0,2704.0,2497.0,2524.0,3.0,2.0,107.75,0.0
500.0,2705.0,2499.0,2510.0,16.0,3.1099299767758413,145.11764705882354,0.0
500.0,2706.0,2505.0,2467.0,6.0,2.1686199839284215,174.42857142857142,0.0
500.0,2707.0,2508.0,2507.0,4.0,2.094427190999916,189.8,0.0
500.0,2708.0,2509.0,2498.0,5.0,11.67489388609638,113.33333333333331,0.0
500.0,2709.0,2514.0,2541.0,5.0,1.5118446353109125,99.0,0.0
500.0,2710.0,2516.0,2525.0,2.0,3.6666666666666665,107.66666666666669,0.0
500.0,2711.0,2521.0,2464.0,8.0,1.2952060277213755,91.55555555555556,0.0
500.0,2712.0,2522.0,2526.0,4.0,1.248528137423857,106.0,0.0
500.0,2713.0,2529.0,2556.0,8.0,1.3142696805273544,109.88888888888889,0.0
500.0,2714.0,2533.0,2528.0,3.0,1.1035533905932735,95.0,0.0
500.0,2715.0,2536.0,2489.0,7.0,2.088525491562421,123.875,0.0
500.0,2716.0,2544.0,2573.0,5.0,1.6380711874576983,135.0,0.0
500.0,2717.0,2547.0,2503.0,7.0,1.5606601717798214,89.625,0.0
500.0,2718.0,2548.0,2587.0,7.0,2.5177727915886936,129.0,0.0
500.0,2719.0,2552.0,2607.0,9.0,1.3242640687119285,111.8,0.0
500.0,2720.0,2554.0,2473.0,13.0,1.665264892784626,101.35714285714286,0.0
500.0,2721.0,2555.0,2507.0,8.0,1.3404994558051089,152.22222222222223,0.0
500.0,2722.0,2556.0,2538.0,4.0,2.094427190999916,136.4,0.0
500.0,2723.0,2557.0,2550.0,3.0,1.2071067811865477,108.25,0.0
500.0,2724.0,2563.0,2605.0,7.0,4.376654758113292,187.0,0.0
500.0,2725.0,2566.0,2512.0,9.0,2.3244834989744927,153.9,0.0
500.0,2726.0,2567.0,2506.0,10.0,1.717538384272015,104.0,0.0
500.0,2727.0,2573.0,2592.0,3.0,1.7071067811865477,111.5,0.0
500.0,2728.0,2574.0,2606.0,4.0,1.4142135623730951,103.8,0.0
500.0,2729.0,2577.0,2556.0,4.0,1.931370849898476,154.8,0.0
500.0,2730.0,2578.0,2603.0,5.0,1.7464514441031789,115.5,0.0
500.0,2731.0,2579.0,2594.0,6.0,8.784039379330956,113.71428571428572,0.0
500.0,2732.0,2581.0,2546.0,11.0,1.0690355937288494,85.83333333333333,0.0
500.0,2733.0,2587.0,2614.0,4.0,4.064779696339778,139.0,0.0
500.0,2734.0,2590.0,2628.0,6.0,1.6060915267313265,121.28571428571428,0.0
500.0,2735.0,2596.0,2635.0,7.0,1.1035533905932735,88.375,0.0
500.0,2736.0,2600.0,2668.0,11.0,1.5606601717798216,90.0,0.0
500.0,2737.0,2601.0,2624.0,8.0,1.9611423933192096,120.55555555555556,0.0
500.0,2738.0,2602.0,2620.0,5.0,1.373773447853214,108.83333333333331,0.0
500.0,2739.0,2604.0,2588.0,2.0,11.103567404291894,110.66666666666669,0.0
500.0,2740.0,2610.0,2649.0,7.0,2.9045084971874737,162.75,0.0
500.0,2741.0,2613.0,2625.0,3.0,3.0,178.75,0.0
500.0,2742.0,2614.0,2603.0,2.0,3.6666666666666665,132.33333333333334,0.0
500.0,2743.0,2616.0,2592.0,7.0,1.1553300858899105,95.375,0.0
500.0,2744.0,2621.0,2686.0,8.0,4.089593792393913,164.55555555555554,0.0
500.0,2745.0,2623.0,2661.0,6.0,2.574558918783447,165.14285714285714,0.0
500.0,2746.0,2629.0,2606.0,4.0,1.6485281374238572,105.8,0.0
500.0,2747.0,2633.0,2645.0,5.0,1.4821537044986952,107.66666666666669,0.0
500.0,2748.0,2634.0,2603.0,5.0,2.1477249195621124,120.5,0.0
500.0,2749.0,2637.0,2608.0,5.0,1.4428090415820634,106.5,0.0
500.0,2750.0,2642.0,2664.0,3.0,1.5606601717798214,103.5,0.0
500.0,2751.0,2647.0,2658.0,2.0,3.3874258867227933,133.33333333333334,0.0
500.0,2752.0,2650.0,2649.0,15.0,1.4674192915386923,121.625,0.0
500.0,2753.0,2652.0,2699.0,5.0,1.2750469233121475,111.0,0.0
500.0,2754.0,2654.0,2681.0,3.0,1.5606601717798214,100.0,0.0
500.0,2755.0,2661.0,2688.0,5.0,2.256105176207593,175.5,0.0
500.0,2756.0,2665.0,2737.0,8.0,1.47930094433164,104.55555555555556,0.0
500.0,2757.0,2668.0,2677.0,4.0,1.565685424949238,92.0,0.0
500.0,2758.0,2674.0,2693.0,14.0,4.8715210256175405,152.26666666666668,0.0
500.0,2759.0,2680.0,2625.0,7.0,1.5821067811865477,125.875,0.0
500.0,2760.0,2683.0,2682.0,3.0,2.118033988749895,132.0,0.0
500.0,2761.0,2685.0,2686.0,6.0,3.130383866404179,148.42857142857142,0.0
500.0,2762.0,2691.0,2656.0,5.0,1.7464514441031789,112.33333333333331,0.0
500.0,2763.0,2695.0,2628.0,9.0,2.3008767012245137,158.8,0.0
500.0,2764.0,2696.0,2727.0,4.0,1.165685424949238,91.0,0.0
500.0,2765.0,2700.0,2732.0,5.0,2.0204029158120775,115.16666666666669,0.0
500.0,2766.0,2705.0,2712.0,8.0,1.784943900249553,99.0,0.0
500.0,2767.0,2707.0,2682.0,3.0,1.766123775561495,114.5,0.0
500.0,2768.0,2710.0,2709.0,5.0,2.1559441376098207,135.66666666666666,0.0
500.0,2769.0,2717.0,2701.0,2.0,1.60947570824873,116.66666666666669,0.0
500.0,2770.0,2723.0,2779.0,8.0,1.2491822985688092,87.0,0.0
500.0,2771.0,2728.0,2727.0,6.0,1.8326324463923132,102.57142857142856,0.0
500.0,2772.0,2736.0,2717.0,2.0,1.4142135623730951,114.33333333333331,0.0
500.0,2773.0,2737.0,2756.0,6.0,1.6652648927846256,105.57142857142856,0.0
500.0,2774.0,2741.0,2678.0,9.0,2.448090296724472,182.0,0.0
500.0,2775.0,2746.0,2707.0,5.0,1.345177968644246,105.0,0.0
500.0,2776.0,2749.0,2760.0,3.0,1.9125703849682212,101.0,0.0
500.0,2777.0,2750.0,2770.0,4.0,1.5313708498984762,86.6,0.0
500.0,2778.0,2752.0,2767.0,6.0,1.1183467321065983,98.85714285714286,0.0
500.0,2779.0,2754.0,2775.0,3.0,1.25,101.0,0.0
500.0,2780.0,2759.0,2736.0,4.0,1.6485281374238572,108.8,0.0
500.0,2781.0,2762.0,2793.0,9.0,1.812899020449196,100.8,0.0
500.0,2782.0,2765.0,2720.0,6.0,2.4053134481416185,153.0,0.0
500.0,2783.0,2768.0,2709.0,8.0,3.4902650916150955,161.44444444444446,0.0
500.0,2784.0,2773.0,2797.0,10.0,1.2038764261017532,86.18181818181819,0.0
500.0,2785.0,2777.0,2814.0,6.0,1.261203874963741,90.57142857142856,0.0
500.0,2786.0,2778.0,2731.0,8.0,1.5706181015679397,105.0,0.0
500.0,2787.0,2779.0,2807.0,4.0,1.6485281374238572,92.0,0.0
500.0,2788.0,2783.0,2756.0,5.0,1.5107491837076632,95.66666666666669,0.0
500.0,2789.0,2784.0,2781.0,9.0,1.9064495102245984,109.4,0.0
500.0,2790.0,2785.0,2825.0,6.0,1.4978973391769388,97.57142857142856,0.0
500.0,2791.0,2798.0,2829.0,5.0,2.141640786499874,139.83333333333334,0.0
500.0,2792.0,2802.0,2814.0,5.0,1.7071067811865477,95.33333333333331,0.0
500.0,2793.0,2804.0,2712.0,14.0,1.898580577641272,117.0,0.0
500.0,2794.0,2805.0,2815.0,2.0,2.630974075664057,142.33333333333334,0.0
500.0,2795.0,2806.0,2770.0,5.0,2.0393446629166316,103.0,0.0
500.0,2796.0,2808.0,2828.0,5.0,1.345177968644246,90.83333333333331,0.0
500.0,2797.0,2810.0,2791.0,2.0,1.60947570824873,148.33333333333334,0.0
500.0,2798.0,2811.0,2833.0,4.0,1.248528137423857,88.4,0.0
500.0,2799.0,2812.0,2807.0,4.0,2.047213595499958,107.4,0.0
500.0,2800.0,2817.0,2858.0,7.0,1.7143470802648582,103.875,0.0
500.0,2801.0,2819.0,2810.0,6.0,1.4387239731236394,107.85714285714286,0.0
500.0,2802.0,2820.0,2783.0,6.0,1.6153051127664664,92.85714285714286,0.0
500.0,2803.0,2838.0,2857.0,8.0,1.7366152783740212,109.77777777777776,0.0
500.0,2804.0,2854.0,2868.0,6.0,2.1686199839284215,137.0,0.0
500.0,2805.0,2859.0,2888.0,10.0,1.2791879828968613,86.0,0.0
500.0,2806.0,2862.0,2939.0,20.0,7.965670615362099,184.23809523809524,0.0
500.0,2807.0,2865.0,2838.0,17.0,1.2192895330210505,91.66666666666669,0.0
500.0,2808.0,2873.0,2911.0,7.0,6.922398946401758,114.625,0.0
500.0,2809.0,2876.0,2897.0,4.0,2.507326211449112,156.2,0.0
500.0,2810.0,2884.0,2877.0,6.0,1.496958380659868,161.42857142857142,0.0
500.0,2811.0,2886.0,2775.0,33.0,1.4422075838447976,103.58823529411764,0.0
500.0,2812.0,2888.0,2913.0,7.0,1.2803300858899105,84.875,0.0
500.0,2813.0,2891.0,3014.0,18.0,5.962482923452973,146.6315789473684,0.0
500.0,2814.0,2899.0,2910.0,4.0,1.765685424949238,107.8,0.0
500.0,2815.0,2905.0,2912.0,8.0,7.561470086457222,209.66666666666663,0.0
500.0,2816.0,2906.0,2913.0,7.0,1.4053300858899105,104.875,0.0
500.0,2817.0,2908.0,2919.0,12.0,1.6708730270567966,131.23076923076923,0.0
500.0,2818.0,2912.0,2933.0,3.0,9.788779500700944,200.0,0.0
500.0,2819.0,2921.0,2897.0,6.0,2.1603453564103523,166.71428571428572,0.0
500.0,2820.0,2923.0,2899.0,4.0,1.482842712474619,100.4,0.0
500.0,2821.0,2924.0,2960.0,6.0,3.682614079769146,176.71428571428572,0.0
500.0,2822.0,2928.0,2927.0,3.0,1.4571067811865477,99.5,0.0
500.0,2823.0,2935.0,2963.0,5.0,1.67741585037433,119.16666666666669,0.0
500.0,2824.0,2944.0,2909.0,6.0,1.6153051127664664,155.42857142857142,0.0
500.0,2825.0,2946.0,2913.0,5.0,1.5118446353109125,96.83333333333331,0.0
500.0,2826.0,2948.0,2907.0,12.0,2.072636300769166,141.30769230769232,0.0
500.0,2827.0,2950.0,2927.0,4.0,1.765685424949238,91.6,0.0
500.0,2828.0,2951.0,2897.0,9.0,1.6899494936611668,108.3,0.0
500.0,2829.0,2952.0,2999.0,6.0,2.134895987142737,135.0,0.0
500.0,2830.0,2961.0,2978.0,10.0,2.011128863170224,137.36363636363637,0.0
500.0,2831.0,2964.0,2815.0,29.0,1.6642660025905092,111.43333333333334,0.0
500.0,2832.0,2970.0,3036.0,8.0,11.051472591284814,122.88888888888889,0.0
500.0,2833.0,2978.0,2988.0,8.0,1.8047378541243648,131.88888888888889,0.0
500.0,2834.0,2979.0,2998.0,8.0,2.052459550555509,145.33333333333334,0.0
500.0,2835.0,2981.0,2889.0,15.0,2.088525491562421,132.0,0.0
500.0,2836.0,2984.0,2975.0,2.0,1.2761423749153968,129.0,0.0
500.0,2837.0,2986.0,3011.0,3.0,,128.75,0.0
500.0,2838.0,2988.0,3044.0,7.0,1.942078882155695,122.625,0.0
500.0,2839.0,3002.0,3020.0,19.0,1.786067467586918,114.45,0.0
500.0,2840.0,3003.0,2910.0,13.0,2.685909160270607,114.28571428571428,0.0
500.0,2841.0,3004.0,3036.0,26.0,8.152331572544687,134.7037037037037,0.0
500.0,2842.0,3014.0,3085.0,17.0,13.60336375621322,163.44444444444446,0.0
500.0,2843.0,3016.0,3045.0,9.0,1.0828427124746192,80.4,0.0
500.0,2844.0,3020.0,3021.0,2.0,3.0,132.0,0.0
500.0,2845.0,3031.0,2990.0,4.0,1.248528137423857,88.0,0.0
500.0,2846.0,3041.0,3062.0,3.0,3.5,153.75,0.0
500.0,2847.0,3042.0,2960.0,14.0,6.7866902714877,228.53333333333333,0.0
500.0,2848.0,3045.0,3069.0,3.0,1.5606601717798214,85.75,0.0
500.0,2849.0,3047.0,3033.0,2.0,1.60947570824873,110.0,0.0
500.0,2850.0,3054.0,3049.0,4.0,1.082842712474619,110.6,0.0
500.0,2851.0,3056.0,3082.0,3.0,1.9604048132409448,133.25,0.0
500.0,2852.0,3057.0,3009.0,5.0,1.0,90.5,0.0
500.0,2853.0,3058.0,3111.0,17.0,1.4848845589643254,103.38888888888889,0.0
500.0,2854.0,3060.0,3040.0,9.0,1.6307135789365266,105.6,0.0
500.0,2855.0,3061.0,3034.0,4.0,1.5313708498984762,97.8,0.0
500.0,2856.0,3065.0,3066.0,4.0,1.365685424949238,95.0,0.0
500.0,2857.0,3077.0,3028.0,6.0,1.2020305089104422,100.85714285714286,0.0
500.0,2858.0,3084.0,3036.0,6.0,13.103480937266964,125.42857142857144,0.0
500.0,2859.0,3089.0,3067.0,7.0,1.6116152783740212,112.625,0.0
500.0,2860.0,3090.0,2991.0,11.0,1.1523689270621826,90.75,0.0
500.0,2861.0,3095.0,3061.0,5.0,1.235702260395516,100.66666666666669,0.0
500.0,2862.0,3096.0,3055.0,4.0,3.2916386233420467,168.8,0.0
500.0,2863.0,3098.0,3097.0,5.0,2.0,108.83333333333331,0.0
500.0,2864.0,3099.0,3124.0,3.0,1.4571067811865477,91.25,0.0
500.0,2865.0,3101.0,3119.0,3.0,1.5606601717798212,112.5,0.0
500.0,2866.0,3107.0,3187.0,12.0,1.7390537591623874,115.3076923076923,0.0
500.0,2867.0,3109.0,3093.0,2.0,1.4142135623730951,90.0,0.0
500.0,2868.0,3110.0,3121.0,3.0,1.3106601717798212,107.75,0.0
500.0,2869.0,3120.0,3080.0,4.0,1.6485281374238572,110.6,0.0
500.0,2870.0,3122.0,3098.0,9.0,1.3242640687119285,98.6,0.0
500.0,2871.0,3125.0,3185.0,9.0,2.036505818199175,127.7,0.0
500.0,2872.0,3138.0,3104.0,4.0,1.9300563079745772,116.0,0.0
500.0,2873.0,3140.0,3059.0,9.0,2.2365058181991753,140.3,0.0
500.0,2874.0,3142.0,3171.0,9.0,1.5071067811865475,96.3,0.0
500.0,2875.0,3143.0,3074.0,8.0,1.387253486026508,100.33333333333331,0.0
500.0,2876.0,3145.0,3162.0,4.0,1.282842712474619,105.0,0.0
500.0,2877.0,3148.0,3084.0,8.0,12.121518593977658,119.55555555555556,0.0
500.0,2878.0,3151.0,3183.0,6.0,1.2020305089104422,91.14285714285714,0.0
500.0,2879.0,3158.0,3244.0,14.0,1.3818614707571906,94.86666666666666,0.0
500.0,2880.0,3160.0,3005.0,19.0,2.248090296724471,142.15,0.0
500.0,2881.0,3164.0,3190.0,4.0,2.49256814798283,131.0,0.0
500.0,2882.0,3165.0,3103.0,8.0,1.5245943724153734,101.44444444444444,0.0
500.0,2883.0,3166.0,3210.0,7.0,1.766123775561495,110.25,0.0
500.0,2884.0,3169.0,3226.0,8.0,1.948514561916173,109.0,0.0
500.0,2885.0,3173.0,3063.0,13.0,19.595889515754266,190.0,0.0
500.0,2886.0,3179.0,3180.0,7.0,1.9125703849682212,149.75,0.0
500.0,2887.0,3181.0,3184.0,2.0,1.0,99.0,0.0
500.0,2888.0,3183.0,3175.0,2.0,1.2761423749153966,102.66666666666669,0.0
500.0,2889.0,3188.0,3018.0,21.0,2.1422268274769074,133.5909090909091,0.0
500.0,2890.0,3196.0,3176.0,8.0,1.7007928654850295,108.33333333333331,0.0
500.0,2891.0,3201.0,3085.0,15.0,14.436257003646343,179.375,0.0
500.0,2892.0,3203.0,3196.0,9.0,1.465685424949238,94.4,0.0
500.0,2893.0,3205.0,3185.0,3.0,2.3251407699364424,155.25,0.0
500.0,2894.0,3208.0,3171.0,5.0,2.079784777436513,125.33333333333331,0.0
500.0,2895.0,3211.0,3251.0,5.0,1.373773447853214,113.16666666666669,0.0
500.0,2896.0,3214.0,3202.0,2.0,1.2761423749153966,90.0,0.0
500.0,2897.0,3219.0,3162.0,8.0,1.6936267430132537,97.66666666666669,0.0
500.0,2898.0,3225.0,3218.0,6.0,2.134895987142737,167.71428571428572,0.0
500.0,2899.0,3228.0,3179.0,7.0,1.4866152783740212,117.5,0.0
500.0,2900.0,3239.0,3226.0,5.0,2.0393446629166316,120.33333333333331,0.0
500.0,2901.0,3240.0,3187.0,11.0,1.6094757082487303,106.91666666666669,0.0
500.0,2902.0,3243.0,3244.0,5.0,2.17741585037433,108.5,0.0
500.0,2903.0,3246.0,3195.0,7.0,1.4874368670764584,84.375,0.0
500.0,2904.0,3249.0,3261.0,3.0,1.7071067811865477,92.5,0.0
500.0,2905.0,3250.0,3261.0,6.0,1.5224077499274828,90.0,0.0
500.0,2906.0,3257.0,3214.0,6.0,1.1183467321065983,85.71428571428571,0.0
500.0,2907.0,3258.0,3241.0,6.0,2.2195187224636515,140.14285714285714,0.0
500.0,2908.0,3266.0,3282.0,3.0,1.0,109.25,0.0
500.0,2909.0,3270.0,3283.0,5.0,1.5404401145198807,94.5,0.0
500.0,2910.0,3275.0,3262.0,2.0,2.0,90.0,0.0
500.0,2911.0,3291.0,3347.0,10.0,1.2947855170108442,97.1818181818182,0.0
500.0,2912.0,3296.0,3331.0,6.0,1.320377241017041,86.57142857142857,0.0
500.0,2913.0,3297.0,3233.0,14.0,1.276142374915397,95.06666666666666,0.0
500.0,2914.0,3305.0,3290.0,3.0,1.4571067811865477,96.5,0.0
500.0,2915.0,3315.0,3305.0,3.0,1.1035533905932735,95.25,0.0
500.0,2916.0,3317.0,3307.0,5.0,1.981058252895446,147.0,0.0
500.0,2917.0,3318.0,3288.0,5.0,1.6380711874576983,94.66666666666669,0.0
500.0,2918.0,3321.0,3341.0,4.0,1.4142135623730951,88.8,0.0
500.0,2919.0,3323.0,3338.0,2.0,1.4120226591665963,122.33333333333331,0.0
500.0,2920.0,3324.0,3373.0,14.0,1.1771236166328256,85.2,0.0
500.0,2921.0,3327.0,3280.0,8.0,1.6357054835264846,120.11111111111111,0.0
500.0,2922.0,3332.0,3364.0,9.0,1.7307135789365264,107.6,0.0
500.0,2923.0,3336.0,3328.0,3.0,1.5606601717798212,103.5,0.0
500.0,2924.0,3337.0,3357.0,4.0,1.9772699034745351,153.0,0.0
500.0,2925.0,3350.0,3273.0,15.0,2.2799192915386923,121.5625,0.0
500.0,2926.0,3360.0,3371.0,3.0,1.4571067811865477,124.25,0.0
500.0,2927.0,3366.0,3306.0,11.0,1.9708567949894071,104.66666666666669,0.0
500.0,2928.0,3368.0,3395.0,5.0,1.2761423749153968,82.16666666666667,0.0
500.0,2929.0,3372.0,3461.0,13.0,1.534662955302755,99.71428571428572,0.0
500.0,2930.0,3377.0,3361.0,3.0,1.6035533905932735,106.0,0.0
500.0,2931.0,3383.0,3377.0,3.0,1.7071067811865477,110.0,0.0
500.0,2932.0,3390.0,3374.0,4.0,1.365685424949238,113.8,0.0
500.0,2933.0,3394.0,3376.0,3.0,3.040569415042095,170.25,0.0
500.0,2934.0,3397.0,3427.0,4.0,1.565685424949238,90.6,0.0
500.0,2935.0,3400.0,3492.0,13.0,1.5938363213560545,92.64285714285714,0.0
500.0,2936.0,3410.0,3416.0,3.0,1.4571067811865477,86.5,0.0
500.0,2937.0,3411.0,3419.0,5.0,11.780481779658786,130.0,0.0
500.0,2938.0,3422.0,3467.0,7.0,1.176776695296637,92.125,0.0
500.0,2939.0,3423.0,3413.0,4.0,1.612899020449196,124.4,0.0
500.0,2940.0,3429.0,3437.0,5.0,2.0,96.0,0.0
500.0,2941.0,3432.0,3415.0,9.0,1.1242640687119287,92.8,0.0
500.0,2942.0,3434.0,3446.0,4.0,1.448528137423857,88.4,0.0
500.0,2943.0,3437.0,3408.0,5.0,1.5118446353109125,96.5,0.0
500.0,2944.0,3439.0,3438.0,5.0,1.6380711874576983,103.5,0.0
500.0,2945.0,3443.0,3468.0,4.0,1.4142135623730951,87.6,0.0
500.0,2946.0,3445.0,3494.0,7.0,1.3535533905932735,94.5,0.0
500.0,2947.0,3447.0,3420.0,4.0,1.6485281374238572,99.8,0.0
500.0,2948.0,3452.0,3481.0,4.0,2.0485281374238573,118.0,0.0
500.0,2949.0,3454.0,3474.0,4.0,1.765685424949238,114.8,0.0
500.0,2950.0,3458.0,3428.0,9.0,1.3485281374238571,90.6,0.0
500.0,2951.0,3466.0,3467.0,2.0,2.0,108.0,0.0
500.0,2952.0,3469.0,3449.0,7.0,1.4785533905932735,116.5,0.0
500.0,2953.0,3470.0,3490.0,3.0,2.1770509831248424,148.5,0.0
500.0,2954.0,3471.0,3484.0,2.0,1.4142135623730951,91.66666666666669,0.0
500.0,2955.0,3472.0,3461.0,2.0,1.804737854124365,101.33333333333331,0.0
500.0,2956.0,3482.0,3536.0,20.0,2.0507947335653154,135.14285714285714,0.0
500.0,2957.0,3492.0,3543.0,10.0,1.5895710340216882,99.0909090909091,0.0
500.0,2958.0,3493.0,3451.0,6.0,1.5815811159807822,117.85714285714286,0.0
500.0,2959.0,3501.0,3563.0,14.0,1.4256517540566829,93.93333333333334,0.0
500.0,2960.0,3505.0,3514.0,5.0,2.118033988749895,120.0,0.0
500.0,2961.0,3507.0,3468.0,8.0,1.322166104067963,88.0,0.0
500.0,2962.0,3512.0,3445.0,12.0,1.530730379739359,95.23076923076924,0.0
500.0,2963.0,3516.0,3515.0,16.0,1.931083948514482,105.0,0.0
500.0,2964.0,3517.0,3477.0,8.0,11.06395056786334,108.55555555555556,0.0
500.0,2965.0,3518.0,3390.0,25.0,1.0796564543025182,96.5,0.0
500.0,2966.0,3527.0,3511.0,2.0,2.74535599249993,117.0,0.0
500.0,2967.0,3535.0,3503.0,6.0,1.5806421574637113,105.57142857142856,0.0
500.0,2968.0,3539.0,3544.0,6.0,1.522407749927483,94.0,0.0
500.0,2969.0,3545.0,3566.0,7.0,1.5088834764831844,104.0,0.0
500.0,2970.0,3550.0,3496.0,13.0,1.4387239731236396,111.0,0.0
500.0,2971.0,3559.0,3549.0,3.0,2.35483170074866,134.75,0.0
500.0,2972.0,3560.0,3571.0,2.0,1.1380711874576983,92.66666666666669,0.0
500.0,2973.0,3561.0,3542.0,6.0,1.9837642167675251,139.71428571428572,0.0
500.0,2974.0,3574.0,3653.0,33.0,14.348946774845244,125.0,0.0
500.0,2975.0,3579.0,3559.0,4.0,1.832455532033676,137.2,0.0
500.0,2976.0,3586.0,3528.0,13.0,9.099124316556932,119.85714285714286,0.0
500.0,2977.0,3589.0,3578.0,13.0,1.9918821083837623,129.28571428571428,0.0
500.0,2978.0,3604.0,3633.0,10.0,1.5207201873961689,107.72727272727272,0.0
500.0,2979.0,3606.0,3613.0,6.0,1.556131746713167,113.0,0.0
500.0,2980.0,3607.0,3633.0,8.0,1.387253486026508,95.11111111111111,0.0
500.0,2981.0,3610.0,3615.0,6.0,1.1183467321065983,92.28571428571428,0.0
500.0,2982.0,3612.0,3634.0,5.0,1.1380711874576983,88.83333333333333,0.0
500.0,2983.0,3614.0,3625.0,3.0,1.5606601717798214,92.5,0.0
500.0,2984.0,3618.0,3623.0,17.0,1.160717901499565,93.61111111111111,0.0
500.0,2985.0,3622.0,3550.0,16.0,1.351209573439832,97.3529411764706,0.0
500.0,2986.0,3628.0,3611.0,7.0,1.2588834764831844,97.625,0.0
500.0,2987.0,3631.0,3655.0,6.0,1.1183467321065983,83.0,0.0
500.0,2988.0,3632.0,3668.0,10.0,1.1506231135902163,86.9090909090909,0.0
500.0,2989.0,3635.0,3646.0,4.0,1.765685424949238,98.8,0.0
500.0,2990.0,3639.0,3556.0,18.0,2.1242463039472574,143.31578947368422,0.0
500.0,2991.0,3641.0,3622.0,22.0,1.3974841575535195,87.6086956521739,0.0
500.0,2992.0,3646.0,3663.0,3.0,1.6035533905932735,92.5,0.0
500.0,2993.0,3647.0,3704.0,13.0,7.181466496877992,154.64285714285714,0.0
500.0,2994.0,3648.0,3610.0,10.0,1.2038764261017532,82.63636363636364,0.0
