t,y,x,vertex_id,is_tip,origin,vertex_connected
500,673,966,1361,1,0,0
500,674,211,1363,1,2,0
500,674,386,1367,1,0,0
500,674,1154,1369,1,0,0
500,674,1259,1371,1,0,0
500,675,255,1373,1,0,0
500,675,1268,1379,1,0,0
500,676,200,1380,1,0,0
500,676,1195,1385,1,0,0
500,676,1265,1386,1,0,0
500,677,367,1387,1,0,0
500,677,950,1391,1,0,0
500,678,374,1392,1,0,0
500,678,888,1393,1,0,0
500,678,1247,1394,1,0,0
500,679,296,1396,1,0,0
500,679,894,1398,1,0,0
500,680,267,1400,1,0,0
500,681,1218,1403,1,0,0
500,682,270,1406,1,0,0
500,682,285,1407,1,0,0
500,682,1254,1410,1,0,0
500,683,905,1411,1,0,0
500,683,921,1412,1,0,0
500,683,1200,1414,1,0,0
500,684,1150,1415,1,0,0
500,685,178,1417,1,0,0
500,685,219,1418,1,0,0
500,685,231,1419,1,0,0
500,685,551,1420,1,0,0
500,686,1209,1425,1,0,0
500,687,181,1426,1,0,0
500,687,916,1427,1,0,0
500,689,519,1430,1,0,0
500,689,1225,1433,1,0,0
500,690,240,1436,1,0,0
500,692,1027,1441,1,0,0
500,692,1061,1442,1,0,0
500,692,1164,1443,1,0,0
500,693,1201,1446,1,0,0
500,693,1249,1447,1,0,0
500,694,1258,1453,1,0,0
500,695,166,1454,1,0,0
500,695,471,1456,1,0,0
500,696,951,1459,1,0,0
500,696,1232,1460,1,0,0
500,696,1244,1461,1,0,0
500,697,900,1463,1,0,0
500,697,1228,1466,1,0,0
500,698,527,1468,1,0,0
500,698,968,1470,1,0,0
500,698,1206,1471,1,0,0
500,699,215,1472,1,0,0
500,699,998,1475,1,0,0
500,700,492,1476,1,0,0
500,702,536,1480,1,0,0
500,702,934,1482,1,0,0
500,704,223,1487,1,0,0
500,706,213,1492,1,0,0
500,707,198,1496,1,0,0
500,711,1187,1507,1,0,0
500,713,393,1508,1,0,0
500,715,420,1510,1,0,0
500,715,503,1511,1,0,0
500,716,601,1516,1,0,0
500,716,920,1517,1,0,0
500,717,381,1518,1,0,0
500,717,1192,1521,1,0,0
500,718,881,1523,1,0,0
500,719,886,1527,1,0,0
500,719,988,1528,1,0,0
500,721,375,1529,1,0,0
500,721,939,1530,1,0,0
500,722,496,1532,1,0,0
500,723,571,1537,1,0,0
500,724,327,1539,1,0,0
500,724,565,1540,1,0,0
500,727,306,1547,1,0,0
500,730,207,1552,1,0,0
500,730,896,1555,1,0,0
500,732,1167,1561,1,0,0
